frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,source_file,label,action_label,action_name
0,126.44002532958984,17.30213165283203,0.0,122.61473083496094,17.347549438476562,0.5486433506011963,124.67337036132812,35.723785400390625,1.0972867012023926,125.8935775756836,51.65435791015625,1.6459301710128784,130.26531982421875,17.256711959838867,-0.5486433506011963,129.59542846679688,35.48564147949219,-1.0972867012023926,132.5231475830078,51.31791687011719,-1.6459301710128784,126.72930145263672,9.197139739990234,-0.36576223373413086,127.0185775756836,1.0921478271484375,-0.7315244674682617,127.0185775756836,1.0921478271484375,-0.9144056439399719,128.89688110351562,0.22739028930664062,-1.0972867012023926,132.9011688232422,1.2074089050292969,-1.4630489349365234,136.00357055664062,6.366360664367676,-1.8288112878799438,137.95828247070312,16.716320037841797,-2.194573402404785,121.135986328125,0.9768867492675781,1.4630489349365234,116.65142822265625,4.795293807983398,1.8288112878799438,113.49407196044922,15.175012588500977,2.194573402404785,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
1,126.895751953125,17.046276092529297,0.0,123.16927337646484,17.0484619140625,0.5241914391517639,125.4414291381836,34.912925720214844,1.0483828783035278,125.73544311523438,50.181793212890625,1.572574496269226,130.6222381591797,17.04408836364746,-0.5241914391517639,129.8394775390625,34.73543167114258,-1.0483828783035278,129.96522521972656,49.51231384277344,-1.572574496269226,126.9410400390625,9.544476509094238,-0.34946098923683167,126.98633575439453,2.0426769256591797,-0.6989219784736633,126.98633575439453,2.0426769256591797,-0.873652458190918,129.19207763671875,0.9329338073730469,-1.0483828783035278,132.91773986816406,2.466991424560547,-1.3978439569473267,135.9636688232422,7.630385398864746,-1.747304916381836,137.21038818359375,16.417423248291016,-2.0967657566070557,121.054931640625,1.6183624267578125,1.3978439569473267,114.57068634033203,4.860227584838867,1.747304916381836,113.69422149658203,15.172311782836914,2.0967657566070557,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
2,127.14279174804688,17.49746322631836,0.0,123.24542999267578,17.462295532226562,0.5350773930549622,125.23359680175781,35.499141693115234,1.0701547861099243,125.1035385131836,51.57489013671875,1.6052322387695312,131.0401611328125,17.53263282775879,-0.5350773930549622,130.9218292236328,35.26106262207031,-1.0701547861099243,130.81175231933594,50.834999084472656,-1.6052322387695312,127.25173950195312,9.798916816711426,-0.3567182421684265,127.36068725585938,2.1003708839416504,-0.713436484336853,127.36068725585938,2.1003708839416504,-0.8917956352233887,129.67813110351562,1.3455352783203125,-1.0701547861099243,133.4476318359375,2.6116533279418945,-1.426872968673706,136.13214111328125,8.326776504516602,-1.7835912704467773,137.2037353515625,16.933086395263672,-2.1403095722198486,121.27375030517578,1.5890884399414062,1.426872968673706,115.03884887695312,5.140233993530273,1.7835912704467773,113.54615783691406,15.016407012939453,2.1403095722198486,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
3,126.73995971679688,17.19963836669922,0.0,122.7884750366211,17.150146484375,0.535056471824646,124.22892761230469,34.339752197265625,1.070112943649292,124.97172546386719,49.19953918457031,1.6051695346832275,130.69143676757812,17.249130249023438,-0.535056471824646,130.6802520751953,34.29865264892578,-1.070112943649292,130.5770721435547,48.805538177490234,-1.6051695346832275,127.02357482910156,9.395623207092285,-0.35670432448387146,127.30718994140625,1.5916085243225098,-0.7134086489677429,127.30718994140625,1.5916085243225098,-0.8917608261108398,129.27310180664062,0.5670318603515625,-1.070112943649292,133.40013122558594,2.013657569885254,-1.4268172979354858,135.99740600585938,8.139754295349121,-1.7835216522216797,137.41693115234375,16.8612003326416,-2.140225887298584,121.21424102783203,1.1695594787597656,1.4268172979354858,115.75848388671875,5.630786895751953,1.7835216522216797,113.77025604248047,15.59664535522461,2.140225887298584,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
4,127.0410385131836,17.807750701904297,0.0,123.11001586914062,17.81659698486328,0.5478998422622681,125.21717834472656,34.506324768066406,1.0957996845245361,124.66730499267578,48.36582946777344,1.6436996459960938,130.97206115722656,17.79890251159668,-0.5478998422622681,131.20401000976562,34.144378662109375,-1.0957996845245361,130.86654663085938,47.42133331298828,-1.6436996459960938,127.18466186523438,9.944643020629883,-0.3652665615081787,127.32827758789062,2.0815348625183105,-0.7305331230163574,127.32827758789062,2.0815348625183105,-0.9131664633750916,129.4176788330078,0.6469459533691406,-1.0957996845245361,133.40261840820312,2.4630422592163086,-1.4610662460327148,136.14901733398438,8.399801254272461,-1.826332926750183,137.4286346435547,17.102041244506836,-2.1915993690490723,121.25393676757812,1.7000274658203125,1.4610662460327148,115.30242156982422,5.873950958251953,1.826332926750183,113.90218353271484,15.698125839233398,2.1915993690490723,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
5,126.76339721679688,17.60331153869629,0.0,122.5530014038086,17.607196807861328,0.5452985763549805,124.4008560180664,34.60787582397461,1.090597152709961,124.9416732788086,49.888031005859375,1.6358959674835205,130.97378540039062,17.59942626953125,-0.5452985763549805,131.6058807373047,34.296539306640625,-1.090597152709961,133.23385620117188,49.220863342285156,-1.6358959674835205,126.83790588378906,9.74789047241211,-0.3635323941707611,126.91241455078125,1.892470359802246,-0.7270647883415222,126.91241455078125,1.892470359802246,-0.9088310599327087,129.00933837890625,0.5965156555175781,-1.090597152709961,133.30494689941406,2.2750682830810547,-1.4541295766830444,136.20396423339844,8.728594779968262,-1.8176621198654175,138.54299926757812,18.292335510253906,-2.181194305419922,120.51988220214844,1.5098724365234375,1.4541295766830444,115.83291625976562,6.056248664855957,1.8176621198654175,113.56098937988281,15.476642608642578,2.181194305419922,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
6,127.61787414550781,18.07952308654785,0.0,123.78453063964844,18.05817413330078,0.5431310534477234,125.91584777832031,34.564598083496094,1.0862621068954468,126.0445785522461,49.626678466796875,1.629393219947815,131.4512176513672,18.100872039794922,-0.5431310534477234,132.0881805419922,34.51702117919922,-1.0862621068954468,132.1324005126953,49.193031311035156,-1.629393219947815,127.41690826416016,9.872248649597168,-0.3620873689651489,127.2159423828125,1.6649739742279053,-0.7241747379302979,127.2159423828125,1.6649739742279053,-0.9052184224128723,128.4220733642578,0.48848438262939453,-1.0862621068954468,133.14431762695312,1.945441722869873,-1.4483494758605957,136.19998168945312,9.321550369262695,-1.8104368448257446,138.27420043945312,19.216472625732422,-2.1725242137908936,121.28756713867188,1.3845062255859375,1.4483494758605957,116.90618133544922,7.26289176940918,1.8104368448257446,114.125732421875,16.127567291259766,2.1725242137908936,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
7,127.80947875976562,18.720285415649414,0.0,123.90925598144531,18.73464584350586,0.5760419964790344,126.6244888305664,34.4044189453125,1.1520839929580688,126.67213439941406,48.608795166015625,1.7281261682510376,131.70970153808594,18.70592498779297,-0.5760419964790344,132.1051025390625,34.165077209472656,-1.1520839929580688,131.9294891357422,47.97798156738281,-1.7281261682510376,127.66635131835938,10.396222114562988,-0.38402801752090454,127.52322387695312,2.0721588134765625,-0.7680560350418091,127.52322387695312,2.0721588134765625,-0.9600700736045837,129.61929321289062,0.6184921264648438,-1.1520839929580688,133.64720153808594,2.5020980834960938,-1.5361120700836182,136.82730102539062,10.052608489990234,-1.9201401472091675,139.11766052246094,18.926389694213867,-2.3041679859161377,121.39924621582031,1.6422195434570312,1.5361120700836182,115.73513793945312,7.189391136169434,1.9201401472091675,113.36407470703125,16.097991943359375,2.3041679859161377,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
8,126.87730407714844,17.621692657470703,0.0,122.8006820678711,17.85071563720703,0.5369383096694946,126.13865661621094,38.58774948120117,1.0738766193389893,126.5780258178711,56.085838317871094,1.6108149290084839,130.95391845703125,17.392669677734375,-0.5369383096694946,131.85855102539062,37.91951370239258,-1.0738766193389893,135.55641174316406,55.36973190307617,-1.6108149290084839,126.75715637207031,10.265474319458008,-0.3579588532447815,126.63701629638672,2.909255027770996,-0.715917706489563,126.63701629638672,2.909255027770996,-0.8948971629142761,129.4003448486328,1.3284454345703125,-1.0738766193389893,132.87075805664062,2.8853797912597656,-1.431835412979126,136.71865844726562,7.723976135253906,-1.7897943258285522,139.63116455078125,17.324907302856445,-2.1477532386779785,120.40327453613281,2.9331302642822266,1.431835412979126,115.03141784667969,6.640388488769531,1.7897943258285522,112.75714111328125,14.715009689331055,2.1477532386779785,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
9,126.92031860351562,18.541454315185547,0.0,122.60296630859375,18.720020294189453,0.5715266466140747,125.80661010742188,38.85655212402344,1.1430532932281494,127.3124771118164,56.52942657470703,1.7145799398422241,131.2376708984375,18.36288833618164,-0.5715266466140747,131.3849334716797,38.27101135253906,-1.1430532932281494,135.8629608154297,55.77493667602539,-1.7145799398422241,126.47843933105469,11.071510314941406,-0.3810177445411682,126.03656005859375,3.601567268371582,-0.7620354890823364,126.03656005859375,3.601567268371582,-0.9525443911552429,129.4974822998047,1.4317054748535156,-1.1430532932281494,132.74908447265625,3.9085865020751953,-1.5240709781646729,136.11993408203125,9.185674667358398,-1.9050887823104858,140.044677734375,18.78531265258789,-2.286106586456299,119.32402801513672,3.2945480346679688,1.5240709781646729,113.2352294921875,6.863929748535156,1.9050887823104858,112.90088653564453,15.337366104125977,2.286106586456299,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Home_01/Videos/video (13).avi,-1,-1,External
