frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,source_file,label,action_label,action_name
0,128.04931640625,109.75865173339844,0.0,120.81865692138672,109.61785888671875,0.9846925735473633,115.49140930175781,115.15717315673828,1.9693851470947266,118.88540649414062,139.9310760498047,2.95407772064209,135.27996826171875,109.8994369506836,-0.9846925735473633,142.72323608398438,115.50459289550781,-1.9693851470947266,139.13587951660156,139.25735473632812,-2.95407772064209,128.71669006347656,98.27920532226562,-0.6564617156982422,129.38406372070312,86.79976654052734,-1.3129234313964844,129.38406372070312,86.79976654052734,-1.6411542892456055,128.5460968017578,77.0101318359375,-1.9693851470947266,139.56309509277344,87.35557556152344,-2.6258468627929688,141.23912048339844,103.77661895751953,-3.282308578491211,133.64785766601562,112.42375946044922,-3.938770294189453,119.20504760742188,86.24395751953125,2.6258468627929688,114.74467468261719,102.2677230834961,3.282308578491211,122.72854614257812,111.49995422363281,3.938770294189453,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
1,128.0331268310547,109.67070770263672,0.0,120.80854797363281,109.51419830322266,0.9942786693572998,115.39140319824219,115.0406723022461,1.9885573387145996,118.77745056152344,140.15858459472656,2.9828362464904785,135.25770568847656,109.82721710205078,-0.9942786693572998,142.6375274658203,115.31460571289062,-1.9885573387145996,139.1669921875,139.2855224609375,-2.9828362464904785,128.7294158935547,98.1889877319336,-0.6628524661064148,129.4257049560547,86.70726776123047,-1.3257049322128296,129.4257049560547,86.70726776123047,-1.6571311950683594,128.35598754882812,76.62686920166016,-1.9885573387145996,139.58071899414062,87.31297302246094,-2.651409864425659,141.2342529296875,103.79978942871094,-3.3142623901367188,133.6312255859375,112.4859390258789,-3.977114677429199,119.27068328857422,86.1015625,2.651409864425659,114.84085845947266,102.05928039550781,3.3142623901367188,122.67372131347656,111.6994400024414,3.977114677429199,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
2,128.12733459472656,109.63294982910156,0.0,120.9246597290039,109.46600341796875,1.0056790113449097,115.50200653076172,115.1092529296875,2.0113580226898193,118.66725158691406,140.011962890625,3.0170373916625977,135.3300018310547,109.7999038696289,-1.0056790113449097,142.66883850097656,115.29215240478516,-2.0113580226898193,139.105224609375,138.9467315673828,-3.0170373916625977,128.75323486328125,98.11445617675781,-0.6704527139663696,129.37913513183594,86.59595489501953,-1.3409054279327393,129.37913513183594,86.59595489501953,-1.6761318445205688,128.16839599609375,76.21466064453125,-2.0113580226898193,139.4915771484375,87.256103515625,-2.6818108558654785,141.26458740234375,103.57744598388672,-3.3522636890411377,133.7294464111328,112.53067016601562,-4.022716045379639,119.26669311523438,85.93580627441406,2.6818108558654785,114.97528839111328,101.7831039428711,3.3522636890411377,122.66046142578125,111.87029266357422,4.022716045379639,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
3,128.16024780273438,109.5140609741211,0.0,120.90098571777344,109.33667755126953,1.0042165517807007,115.54842376708984,115.17471313476562,2.0084331035614014,118.71311950683594,140.17715454101562,3.0126497745513916,135.41949462890625,109.69144439697266,-1.0042165517807007,142.73728942871094,115.48214721679688,-2.0084331035614014,139.08456420898438,139.27597045898438,-3.0126497745513916,128.82754516601562,97.972412109375,-0.6694777011871338,129.49484252929688,86.43077087402344,-1.3389554023742676,129.49484252929688,86.43077087402344,-1.6736942529678345,128.21176147460938,76.1585464477539,-2.0084331035614014,139.6878662109375,87.07734680175781,-2.677910804748535,141.27381896972656,103.57062530517578,-3.347388505935669,133.76846313476562,112.56629180908203,-4.016866207122803,119.30182647705078,85.78418731689453,2.677910804748535,115.12870788574219,101.83540344238281,3.347388505935669,122.93521118164062,112.18928527832031,4.016866207122803,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
4,128.16673278808594,109.52455139160156,0.0,120.93143463134766,109.35047912597656,1.0157325267791748,115.57483673095703,115.20775604248047,2.0314650535583496,118.73700714111328,140.06829833984375,3.0471975803375244,135.40203857421875,109.69862365722656,-1.0157325267791748,142.606201171875,115.4500961303711,-2.0314650535583496,139.16741943359375,139.04608154296875,-3.0471975803375244,128.7760772705078,97.90940856933594,-0.6771549582481384,129.3854217529297,86.29425811767578,-1.3543099164962769,129.3854217529297,86.29425811767578,-1.692887544631958,128.11166381835938,75.77558898925781,-2.0314650535583496,139.5513458251953,86.9603271484375,-2.7086198329925537,141.30612182617188,103.18376159667969,-3.385775089263916,133.9769744873047,112.301025390625,-4.062930107116699,119.21949768066406,85.62818908691406,2.7086198329925537,114.95793151855469,101.35882568359375,3.385775089263916,122.59458923339844,112.0286865234375,4.062930107116699,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
5,128.0332794189453,109.25912475585938,0.0,120.76117706298828,109.05768585205078,1.0061943531036377,115.88290405273438,115.34656524658203,2.0123887062072754,118.89309692382812,140.1845703125,3.018583297729492,135.30538940429688,109.46055603027344,-1.0061943531036377,142.61630249023438,115.6430435180664,-2.0123887062072754,138.98439025878906,139.18780517578125,-3.018583297729492,128.6673126220703,97.72819519042969,-0.670796275138855,129.3013458251953,86.197265625,-1.34159255027771,129.3013458251953,86.197265625,-1.6769907474517822,127.92359924316406,75.84542846679688,-2.0123887062072754,139.58567810058594,86.92597961425781,-2.68318510055542,141.8882598876953,102.65715026855469,-3.3539814949035645,134.70040893554688,111.27899932861328,-4.024777412414551,119.01702117919922,85.46855926513672,2.68318510055542,114.60299682617188,100.89624786376953,3.3539814949035645,121.97659301757812,111.3751449584961,4.024777412414551,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
6,128.31979370117188,109.01632690429688,0.0,120.9863510131836,108.79713439941406,1.0016686916351318,115.45993041992188,115.63714599609375,2.0033373832702637,118.99744415283203,140.2547607421875,3.0050063133239746,135.65322875976562,109.23551177978516,-1.0016686916351318,142.64051818847656,115.96900939941406,-2.0033373832702637,138.98448181152344,139.3058624267578,-3.0050063133239746,128.90005493164062,97.56941986083984,-0.6677791476249695,129.4803009033203,86.12251281738281,-1.335558295249939,129.4803009033203,86.12251281738281,-1.669447898864746,127.80774688720703,75.79127502441406,-2.0033373832702637,139.8904266357422,86.84027099609375,-2.671116590499878,142.6872100830078,102.23380279541016,-3.338895797729492,135.18621826171875,110.53343963623047,-4.006674766540527,119.07018280029297,85.40475463867188,2.671116590499878,114.24919128417969,100.42330169677734,3.338895797729492,121.26648712158203,110.40404510498047,4.006674766540527,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
7,127.96636199951172,108.62374877929688,0.0,120.91807556152344,108.29893493652344,0.992793619632721,116.13302612304688,115.68510437011719,1.985587239265442,118.60675811767578,139.91392517089844,2.9783809185028076,135.0146484375,108.94857025146484,-0.992793619632721,142.374755859375,116.19517517089844,-1.985587239265442,138.33663940429688,138.90936279296875,-2.9783809185028076,128.89077758789062,97.30249786376953,-0.6618623733520508,129.81520080566406,85.98124694824219,-1.3237247467041016,129.81520080566406,85.98124694824219,-1.6546560525894165,127.42772674560547,75.88441467285156,-1.985587239265442,139.966796875,86.8951187133789,-2.647449493408203,143.67189025878906,102.34831237792969,-3.309312105178833,135.45556640625,109.64007568359375,-3.971174478530884,119.6635971069336,85.06737518310547,2.647449493408203,113.14718627929688,99.99127960205078,3.309312105178833,120.30860900878906,109.3118667602539,3.971174478530884,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
8,128.31924438476562,108.32674407958984,0.0,120.98524475097656,108.01739501953125,0.9737284183502197,116.57815551757812,115.11612701416016,1.9474568367004395,118.6756362915039,139.82327270507812,2.9211854934692383,135.6532440185547,108.63609313964844,-0.9737284183502197,142.2113494873047,115.77351379394531,-1.9474568367004395,139.92601013183594,138.90530395507812,-2.9211854934692383,129.18670654296875,96.93392944335938,-0.6491522789001465,130.0541534423828,85.54112243652344,-1.298304557800293,130.0541534423828,85.54112243652344,-1.6228808164596558,127.37382507324219,76.31659698486328,-1.9474568367004395,140.53761291503906,86.35299682617188,-2.596609115600586,144.94943237304688,101.41897583007812,-3.2457616329193115,137.44195556640625,108.88990020751953,-3.894913673400879,119.57068634033203,84.72924041748047,2.596609115600586,112.93912506103516,99.23474884033203,3.2457616329193115,119.26013946533203,108.87123107910156,3.894913673400879,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
9,127.67289733886719,108.28299713134766,0.0,120.81883239746094,108.07470703125,0.9683853983879089,117.53863525390625,115.8541259765625,1.9367707967758179,117.15068054199219,140.01901245117188,2.905156373977661,134.52696228027344,108.49128723144531,-0.9683853983879089,142.2857666015625,115.74009704589844,-1.9367707967758179,138.96034240722656,138.19651794433594,-2.905156373977661,128.58895874023438,96.97549438476562,-0.6455902457237244,129.50503540039062,85.66799926757812,-1.2911804914474487,129.50503540039062,85.66799926757812,-1.6139757633209229,127.02919006347656,76.40266418457031,-1.9367707967758179,139.59970092773438,86.42493438720703,-2.5823609828948975,146.47654724121094,100.14561462402344,-3.2279515266418457,139.49160766601562,107.61560821533203,-3.8735415935516357,119.41036224365234,84.91106414794922,2.5823609828948975,111.2042236328125,98.74573516845703,3.2279515266418457,117.80844116210938,107.93498229980469,3.8735415935516357,C:/Users/ASUS/Downloads/3D_Human_Pose_NCKH/phase5_external_generalization/data/external_raw/Le2i/Coffee_room_01/Videos/video (13).avi,-1,-1,External
