video_id,frame_idx,source_file,label,label_name,has_person,valid_joint_count,joint_0_name,joint_0_x,joint_0_y,joint_0_c,joint_1_name,joint_1_x,joint_1_y,joint_1_c,joint_2_name,joint_2_x,joint_2_y,joint_2_c,joint_3_name,joint_3_x,joint_3_y,joint_3_c,joint_4_name,joint_4_x,joint_4_y,joint_4_c,joint_5_name,joint_5_x,joint_5_y,joint_5_c,joint_6_name,joint_6_x,joint_6_y,joint_6_c,joint_7_name,joint_7_x,joint_7_y,joint_7_c,joint_8_name,joint_8_x,joint_8_y,joint_8_c,joint_9_name,joint_9_x,joint_9_y,joint_9_c,joint_10_name,joint_10_x,joint_10_y,joint_10_c,joint_11_name,joint_11_x,joint_11_y,joint_11_c,joint_12_name,joint_12_x,joint_12_y,joint_12_c,joint_13_name,joint_13_x,joint_13_y,joint_13_c,joint_14_name,joint_14_x,joint_14_y,joint_14_c
Not_Fall__Not_Fall_Walking_Walking_31,0,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,472.06231689453125,784.446533203125,0.9894623160362244,neck,478.2063903808594,841.1848754882812,0.9987134337425232,right_shoulder,427.22808837890625,842.0231323242188,0.9986942410469055,right_elbow,395.1036071777344,921.9388427734375,0.9909867644309998,right_wrist,429.30419921875,905.56005859375,0.9849246144294739,left_shoulder,529.1846923828125,840.3465576171875,0.9987326264381409,left_elbow,547.4744873046875,924.9999389648438,0.9910740256309509,left_wrist,494.2532958984375,913.2533569335938,0.9850497841835022,mid_hip,468.038330078125,1000.1018676757812,0.9995129704475403,right_hip,434.24285888671875,999.3138427734375,0.9995369911193848,right_knee,439.29083251953125,1129.84228515625,0.9986259937286377,right_ankle,417.4681396484375,1257.497802734375,0.9877358078956604,left_hip,501.8337707519531,1000.889892578125,0.9994889497756958,left_knee,489.49566650390625,1135.8779296875,0.9984263181686401,left_ankle,479.68072509765625,1264.8973388671875,0.9861577749252319
Not_Fall__Not_Fall_Walking_Walking_31,1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,472.07257080078125,784.4382934570312,0.9894612431526184,neck,478.2144470214844,841.1694946289062,0.9987128973007202,right_shoulder,427.22454833984375,842.009765625,0.998696506023407,right_elbow,395.13623046875,921.9274291992188,0.9910026788711548,right_wrist,429.32177734375,905.5263671875,0.9849256873130798,left_shoulder,529.204345703125,840.3292236328125,0.9987292885780334,left_elbow,547.4944458007812,924.9654541015625,0.991030216217041,left_wrist,494.5546875,913.2354125976562,0.9849762320518494,mid_hip,468.0319519042969,1000.0922241210938,0.9995126724243164,right_hip,434.22991943359375,999.3045043945312,0.9995372295379639,right_knee,439.27386474609375,1129.860595703125,0.9986276626586914,right_ankle,417.46307373046875,1257.5257568359375,0.9877526760101318,left_hip,501.833984375,1000.8798828125,0.999488115310669,left_knee,489.4765625,1135.906982421875,0.99842369556427,left_ankle,479.62396240234375,1264.9456787109375,0.9861456155776978
Not_Fall__Not_Fall_Walking_Walking_31,2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,473.09710693359375,784.6884155273438,0.9894627928733826,neck,479.0185241699219,842.205322265625,0.9986965656280518,right_shoulder,427.95660400390625,843.0657348632812,0.9986503720283508,right_elbow,396.60101318359375,923.41650390625,0.9903501272201538,right_wrist,430.606201171875,905.3190307617188,0.9838326573371887,left_shoulder,530.0804443359375,841.3449096679688,0.9987427592277527,left_elbow,547.695068359375,925.5430908203125,0.9910165071487427,left_wrist,494.3757019042969,913.3485107421875,0.9847440123558044,mid_hip,468.8569641113281,1002.9022827148438,0.9995068311691284,right_hip,434.9175109863281,1002.108642578125,0.9995250701904297,right_knee,439.456298828125,1132.249267578125,0.9985747337341309,right_ankle,418.8655700683594,1257.7427978515625,0.9875462651252747,left_hip,502.79644775390625,1003.6959228515625,0.9994885921478271,left_knee,490.85888671875,1138.532470703125,0.9984117746353149,left_ankle,481.0077209472656,1265.8736572265625,0.9862257242202759
Not_Fall__Not_Fall_Walking_Walking_31,3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,473.9120178222656,785.4730224609375,0.9895071387290955,neck,479.9773864746094,842.4771118164062,0.9987457394599915,right_shoulder,428.7701110839844,843.2830810546875,0.9986693859100342,right_elbow,396.4212341308594,921.384033203125,0.990675151348114,right_wrist,429.56695556640625,906.705078125,0.9848141074180603,left_shoulder,531.1846923828125,841.671142578125,0.998822033405304,left_elbow,549.1154174804688,924.421630859375,0.9920458793640137,left_wrist,495.0765380859375,914.5184326171875,0.9865729808807373,mid_hip,469.8863525390625,1000.2852783203125,0.9995366930961609,right_hip,435.8907470703125,999.552978515625,0.99954754114151,right_knee,440.9339904785156,1129.9803466796875,0.9986488223075867,right_ankle,418.93353271484375,1258.732666015625,0.9879000186920166,left_hip,503.8819580078125,1001.017578125,0.999525785446167,left_knee,492.2531433105469,1135.291015625,0.9985389709472656,left_ankle,481.7282409667969,1264.881103515625,0.9869166612625122
Not_Fall__Not_Fall_Walking_Walking_31,4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,474.27410888671875,785.43115234375,0.989391028881073,neck,480.1263427734375,842.6094360351562,0.9986782073974609,right_shoulder,428.8233642578125,843.7200927734375,0.9986262321472168,right_elbow,396.55487060546875,923.1678466796875,0.9903876185417175,right_wrist,430.11328125,905.418701171875,0.9840339422225952,left_shoulder,531.4293212890625,841.498779296875,0.9987302422523499,left_elbow,549.1546630859375,924.830322265625,0.9912315011024475,left_wrist,495.74169921875,914.73193359375,0.9851843118667603,mid_hip,469.4770202636719,1003.2777099609375,0.999483585357666,right_hip,435.43121337890625,1002.6163330078125,0.9995008707046509,right_knee,440.1072692871094,1133.4393310546875,0.9984437823295593,right_ankle,419.65771484375,1260.117431640625,0.9860618710517883,left_hip,503.5228271484375,1003.9390869140625,0.9994662404060364,left_knee,491.37481689453125,1138.93408203125,0.9982821941375732,left_ankle,481.19915771484375,1267.0902099609375,0.9847114086151123
Not_Fall__Not_Fall_Walking_Walking_31,5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,475.1248779296875,785.368408203125,0.9883061051368713,neck,480.27789306640625,839.8880615234375,0.998815655708313,right_shoulder,431.1146240234375,840.0174560546875,0.998624324798584,right_elbow,397.21575927734375,922.5986328125,0.9900833368301392,right_wrist,432.4488525390625,906.328125,0.9855603575706482,left_shoulder,529.441162109375,839.7586669921875,0.9990070462226868,left_elbow,549.2824096679688,925.266845703125,0.9941638112068176,left_wrist,496.0024108886719,914.185791015625,0.9901909828186035,mid_hip,470.3624267578125,995.9561157226562,0.9995563626289368,right_hip,438.53790283203125,995.1842041015625,0.9995490908622742,right_knee,444.92816162109375,1128.516845703125,0.998188316822052,right_ankle,424.5435791015625,1260.232177734375,0.9816787838935852,left_hip,502.1869812011719,996.72802734375,0.9995636343955994,left_knee,491.53228759765625,1133.70947265625,0.998267412185669,left_ankle,480.6325378417969,1267.691650390625,0.9823542833328247
Not_Fall__Not_Fall_Walking_Walking_31,6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,475.6363220214844,785.2017822265625,0.9880483150482178,neck,481.62799072265625,840.9884033203125,0.9986675381660461,right_shoulder,431.1711730957031,840.8365478515625,0.9984850287437439,right_elbow,397.0103759765625,922.8150634765625,0.9897337555885315,right_wrist,436.76898193359375,906.8695678710938,0.9843934178352356,left_shoulder,532.0848388671875,841.1401977539062,0.9988501071929932,left_elbow,551.7318725585938,924.9073486328125,0.993120551109314,left_wrist,498.6404113769531,913.7474365234375,0.9879193305969238,mid_hip,472.1489562988281,994.5471801757812,0.9995323419570923,right_hip,439.398193359375,993.873779296875,0.9995399713516235,right_knee,446.24395751953125,1128.788330078125,0.9986093044281006,right_ankle,423.5208435058594,1259.120849609375,0.9863868951797485,left_hip,504.89971923828125,995.2205200195312,0.999524712562561,left_knee,492.2542724609375,1133.939453125,0.9985623955726624,left_ankle,479.6250915527344,1265.929443359375,0.9862909913063049
Not_Fall__Not_Fall_Walking_Walking_31,7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,476.73883056640625,786.2301635742188,0.9892550706863403,neck,481.6554260253906,840.638916015625,0.9986170530319214,right_shoulder,430.396484375,841.7642822265625,0.9986380934715271,right_elbow,398.27734375,922.5830078125,0.9910724759101868,right_wrist,434.31280517578125,905.5694580078125,0.9849790930747986,left_shoulder,532.9144287109375,839.5134887695312,0.9985960125923157,left_elbow,551.3056030273438,924.67138671875,0.9902536273002625,left_wrist,499.1629943847656,913.9667358398438,0.9839687347412109,mid_hip,471.470947265625,1000.5325317382812,0.9994508624076843,right_hip,437.5778503417969,999.910888671875,0.9994843006134033,right_knee,442.34124755859375,1133.267333984375,0.9984055161476135,right_ankle,421.5780029296875,1262.6363525390625,0.9852980375289917,left_hip,505.36407470703125,1001.1541748046875,0.9994174242019653,left_knee,490.961669921875,1138.27099609375,0.9981361627578735,left_ankle,480.74859619140625,1268.6968994140625,0.9832432866096497
Not_Fall__Not_Fall_Walking_Walking_31,8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,477.03717041015625,787.855712890625,0.9893339276313782,neck,481.7237548828125,840.6940307617188,0.9986540675163269,right_shoulder,431.1097412109375,841.8056030273438,0.9986467957496643,right_elbow,399.0088806152344,922.615234375,0.9911692142486572,right_wrist,434.887451171875,905.68359375,0.9852816462516785,left_shoulder,532.3378295898438,839.58251953125,0.9986612796783447,left_elbow,551.8814697265625,924.1430053710938,0.9908945560455322,left_wrist,499.4344482421875,914.1337890625,0.9849523901939392,mid_hip,471.87945556640625,1002.3741455078125,0.9994774460792542,right_hip,438.48516845703125,1001.729248046875,0.999503493309021,right_knee,443.2248229980469,1133.755859375,0.9984428286552429,right_ankle,421.97772216796875,1261.822509765625,0.9856167435646057,left_hip,505.27374267578125,1003.0189819335938,0.9994513392448425,left_knee,490.3545227050781,1138.8515625,0.998227059841156,left_ankle,480.3022155761719,1268.287353515625,0.9839462041854858
Not_Fall__Not_Fall_Walking_Walking_31,9,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\raw_yolov8_keypoints\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_31.csv,0,Not_Fall,1,15,nose,477.11029052734375,788.6863403320312,0.9881531596183777,neck,481.9775085449219,838.4307250976562,0.9988024830818176,right_shoulder,433.09588623046875,839.0849609375,0.9986769556999207,right_elbow,399.93304443359375,923.904541015625,0.9906845092773438,right_wrist,435.4979553222656,905.57421875,0.985905110836029,left_shoulder,530.859130859375,837.7764892578125,0.9989280104637146,left_elbow,554.112548828125,924.7032470703125,0.9932736158370972,left_wrist,501.4703369140625,913.620849609375,0.9887468218803406,mid_hip,473.0163879394531,996.0018920898438,0.999559760093689,right_hip,441.6917724609375,995.4447021484375,0.9995658993721008,right_knee,449.0916748046875,1128.02490234375,0.9983575940132141,right_ankle,426.8502197265625,1260.84814453125,0.9837583899497986,left_hip,504.3410339355469,996.55908203125,0.9995536208152771,left_knee,491.58349609375,1132.4266357421875,0.9983117580413818,left_ankle,478.11572265625,1267.3389892578125,0.9835284948348999
