video_id,frame_idx,source_file,label,label_name,joint_0_name,joint_0_x,joint_0_y,joint_1_name,joint_1_x,joint_1_y,joint_2_name,joint_2_x,joint_2_y,joint_3_name,joint_3_x,joint_3_y,joint_4_name,joint_4_x,joint_4_y,joint_5_name,joint_5_x,joint_5_y,joint_6_name,joint_6_x,joint_6_y,joint_7_name,joint_7_x,joint_7_y,joint_8_name,joint_8_x,joint_8_y,joint_9_name,joint_9_x,joint_9_y,joint_10_name,joint_10_x,joint_10_y,joint_11_name,joint_11_x,joint_11_y,joint_12_name,joint_12_x,joint_12_y,joint_13_name,joint_13_x,joint_13_y,joint_14_name,joint_14_x,joint_14_y,num_missing_joints_before_interpolation,all_joints_missing_before_interpolation,num_zero_joints_after_interpolation
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,0,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,-0.026705215,-0.9745702,neck,-0.203589,-0.9790565,right_shoulder,-0.47456473,-0.96143734,right_elbow,-0.4969691,-0.24275696,right_wrist,-0.18685803,0.3099685,left_shoulder,0.067386605,-0.99667555,left_elbow,0.21659286,-0.73552907,left_wrist,0.29207304,-0.36697385,mid_hip,0.0,0.0,right_hip,-0.1831251,0.050366014,right_knee,0.087072305,0.71591806,right_ankle,0.09222015,0.5681665,left_hip,0.1831251,-0.050366115,left_knee,0.35264567,0.62253845,left_ankle,0.18884145,0.48839417,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.068715714,-0.9691416,neck,-0.15317959,-0.9881984,right_shoulder,-0.39158472,-0.9688416,right_elbow,-0.49973464,-0.27860472,right_wrist,-0.15274192,0.3146132,left_shoulder,0.08522553,-1.0075551,left_elbow,0.20254582,-0.7301414,left_wrist,0.28177172,-0.35592338,mid_hip,0.0,0.0,right_hip,-0.15730944,0.05383567,right_knee,0.26949942,0.8035995,right_ankle,0.2677034,0.71869534,left_hip,0.15730955,-0.053835563,left_knee,0.40867272,0.69632435,left_ankle,0.28300196,0.6310722,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.03157921,-1.0145174,neck,-0.18047732,-0.9835791,right_shoulder,-0.3923149,-0.95264083,right_elbow,-0.4599291,-0.19858518,right_wrist,-0.11896802,0.2714024,left_shoulder,0.031360265,-1.0145174,left_elbow,0.1595843,-0.68255246,left_wrist,0.2324652,-0.35319883,mid_hip,0.0,0.0,right_hip,-0.13751988,0.058145918,right_knee,0.30216792,0.6978105,right_ankle,0.36669272,0.70401967,left_hip,0.13751978,-0.058145918,left_knee,0.38156718,0.60130155,left_ankle,0.2745908,0.5735291,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.032269694,-0.9974727,neck,-0.19612703,-0.98057854,right_shoulder,-0.38459238,-0.9616397,right_elbow,-0.45283973,-0.30265445,right_wrist,-0.12823085,0.19862227,left_shoulder,-0.0076617263,-0.9995174,left_elbow,0.14069353,-0.63655823,left_wrist,0.20284921,-0.36905378,mid_hip,0.0,0.0,right_hip,-0.12440832,0.048076805,right_knee,0.32068557,0.6873071,right_ankle,0.35524943,0.7032473,left_hip,0.124408215,-0.048076805,left_knee,0.38747668,0.59325796,left_ankle,0.3313047,0.59187806,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.0737918,-1.0001953,neck,-0.17960614,-0.9837386,right_shoulder,-0.43355334,-0.9650692,right_elbow,-0.5133769,-0.29320866,right_wrist,-0.10260352,0.24434616,left_shoulder,0.07434107,-1.0024081,left_elbow,0.1976743,-0.6163434,left_wrist,0.26369774,-0.2753662,mid_hip,0.0,0.0,right_hip,-0.17278227,0.046379697,right_knee,0.23708221,0.79438245,right_ankle,0.20300817,0.834548,left_hip,0.17278227,-0.046379585,left_knee,0.48592216,0.6926068,left_ankle,0.32662043,0.76013404,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.045323793,-1.0058656,neck,-0.1943256,-0.980937,right_shoulder,-0.44203776,-0.95600843,right_elbow,-0.4978147,-0.2554787,right_wrist,-0.08511336,0.22542156,left_shoulder,0.05338657,-1.0058656,left_elbow,0.16163695,-0.5867929,left_wrist,0.22319594,-0.29089478,mid_hip,0.0,0.0,right_hip,-0.1683648,0.04904518,right_knee,0.24837634,0.795019,right_ankle,0.26193208,0.84997296,left_hip,0.16836491,-0.04904518,left_knee,0.4847488,0.68627024,left_ankle,0.32671356,0.76871496,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,-0.0072244857,-0.99618995,neck,-0.22834499,-0.9735802,right_shoulder,-0.44208443,-0.95097053,right_elbow,-0.45979476,-0.23061922,right_wrist,-0.06324321,0.2233965,left_shoulder,-0.01460566,-0.99618995,left_elbow,0.11668487,-0.67624044,left_wrist,0.21054746,-0.3739476,mid_hip,0.0,0.0,right_hip,-0.1428927,0.05652309,right_knee,0.2920434,0.8032265,right_ankle,0.3554559,0.8958869,left_hip,0.1428927,-0.05652309,left_knee,0.42094228,0.7055418,left_ankle,0.29421422,0.78426975,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,-0.024529459,-0.9906261,neck,-0.231558,-0.9728211,right_shoulder,-0.45094916,-0.9550162,right_elbow,-0.41580358,-0.23701891,right_wrist,-0.029138057,0.19012925,left_shoulder,-0.012166726,-0.9906261,left_elbow,0.13029622,-0.69774574,left_wrist,0.21832158,-0.38839826,mid_hip,0.0,0.0,right_hip,-0.15378518,0.05719995,right_knee,0.1837926,0.80975896,right_ankle,0.1420957,0.8670017,left_hip,0.15378508,-0.057199895,left_knee,0.43837643,0.6753632,left_ankle,0.30678818,0.74733794,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.003407249,-0.9740875,neck,-0.20730084,-0.97827727,right_shoulder,-0.4309804,-0.96298987,right_elbow,-0.4094145,-0.2592283,right_wrist,-0.023116473,0.19047849,left_shoulder,0.0163786,-0.9935647,left_elbow,0.13896021,-0.72247183,left_wrist,0.2154947,-0.37766057,mid_hip,0.0,0.0,right_hip,-0.16210037,0.058721337,right_knee,0.110956825,0.8896705,right_ankle,0.096156664,0.9111439,left_hip,0.1621005,-0.058721278,left_knee,0.44180828,0.75211406,left_ankle,0.33788943,0.76972187,0,0,0
Not_Fall__Not_Fall_Sit_nf_raw_c_3_C_N_249,9,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_249.csv,0,Not_Fall,nose,0.069790736,-0.93186057,neck,-0.19652583,-0.9804987,right_shoulder,-0.44069853,-0.9701058,right_elbow,-0.3936977,-0.21684255,right_wrist,0.02164765,0.23943555,left_shoulder,0.047646873,-0.9908916,left_elbow,0.16176353,-0.74031013,left_wrist,0.23231837,-0.33908817,mid_hip,0.0,0.0,right_hip,-0.16857632,0.06044801,right_knee,0.13899642,0.90308785,right_ankle,-0.05350153,1.0538031,left_hip,0.16857618,-0.060448073,left_knee,0.42447278,0.7372609,left_ankle,0.08980788,0.891656,0,0,0
