frame,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,person_index,num_persons,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,406.2472839355469,87.56639862060547,784.6470336914062,754.5985717773438,0.943325400352478,0,1,605.728271484375,177.5362091064453,0.9942956566810608,626.4915161132812,159.6083984375,0.9783341884613037,582.785888671875,161.09693908691406,0.9783262014389038,662.1825561523438,169.03099060058594,0.8304409384727478,551.9334106445312,172.1800537109375,0.8261997103691101,703.8816528320312,266.8800354003906,0.9974572062492371,509.331787109375,262.8182067871094,0.9986162185668945,748.25732421875,367.08544921875,0.9844059944152832,449.830322265625,361.7990417480469,0.9918245673179626,739.899658203125,459.8421630859375,0.9711745977401733,432.2986755371094,445.3747253417969,0.9818379282951355,649.6741333007812,453.8942565917969,0.9989239573478699,522.3989868164062,448.8290100097656,0.9991841912269592,668.0333862304688,581.7966918945312,0.9931954145431519,476.0819091796875,586.81591796875,0.9949652552604675,632.3161010742188,714.385498046875,0.9218801856040955,483.6635437011719,711.7417602539062,0.9357671737670898
1,407.36199951171875,88.30487060546875,786.0892333984375,758.6314086914062,0.9415823221206665,0,1,607.0916748046875,178.2061767578125,0.9944540858268738,628.1305541992188,160.23013305664062,0.978076696395874,583.7587890625,161.79176330566406,0.9782611727714539,664.2713012695312,169.08795166015625,0.8285859227180481,552.37060546875,172.38101196289062,0.8270834684371948,704.3807373046875,266.6817932128906,0.9977673292160034,510.99700927734375,263.1166687011719,0.9988252520561218,746.9048461914062,365.1334228515625,0.9866452813148499,451.0314636230469,361.44921875,0.9932326078414917,739.7572631835938,459.491943359375,0.9749783873558044,433.5748596191406,445.27337646484375,0.9846829771995544,650.807373046875,454.9426574707031,0.9991507530212402,524.3255004882812,450.08880615234375,0.9993641972541809,669.552978515625,580.951171875,0.9943925738334656,478.8901672363281,586.095458984375,0.9958991408348083,634.6533813476562,711.1181640625,0.9335169792175293,484.8341979980469,708.1874389648438,0.9458372592926025
2,408.0615234375,88.5248031616211,787.0599365234375,762.7305908203125,0.9409855604171753,0,1,607.2612915039062,179.7980499267578,0.9943459630012512,628.5718383789062,161.45822143554688,0.9778860807418823,583.747802734375,163.26268005371094,0.9772072434425354,665.800048828125,169.22512817382812,0.8296793103218079,552.565185546875,173.00347900390625,0.8170661926269531,705.552734375,267.3763427734375,0.9978145360946655,512.3885498046875,263.6424560546875,0.9988154172897339,746.4656982421875,365.78057861328125,0.9873108863830566,451.894775390625,360.87396240234375,0.9932635426521301,738.9752197265625,460.1241455078125,0.9762114882469177,433.98431396484375,445.37750244140625,0.9848410487174988,650.8401489257812,456.56524658203125,0.9992203712463379,524.6980590820312,451.4757385253906,0.9994068145751953,669.1019287109375,582.5079956054688,0.994905948638916,479.5394287109375,587.5665283203125,0.9962156414985657,635.9447631835938,713.6395263671875,0.9387688040733337,486.02801513671875,709.9111938476562,0.9497554898262024
3,407.2744445800781,88.66165161132812,787.8726196289062,761.5505981445312,0.9417077302932739,0,1,607.5328369140625,180.6944580078125,0.9941712021827698,628.7605590820312,162.01568603515625,0.977626383304596,583.7973022460938,164.0045166015625,0.9764851331710815,665.8746948242188,169.00765991210938,0.8288861513137817,552.2757568359375,173.20809936523438,0.8110283613204956,705.7952880859375,268.0647277832031,0.9977243542671204,512.5177001953125,264.21441650390625,0.9987097978591919,746.857421875,367.6650695800781,0.986935555934906,452.5449523925781,361.46234130859375,0.9926186203956604,737.9699096679688,461.2543640136719,0.9756372570991516,433.3404541015625,444.6308288574219,0.9837005734443665,650.6832275390625,455.9755859375,0.9991644620895386,524.6928100585938,450.69586181640625,0.9993491768836975,668.458984375,582.3255004882812,0.9946987628936768,479.68756103515625,586.9558715820312,0.9959651231765747,635.4022827148438,714.5438842773438,0.9368835687637329,486.66558837890625,709.2178955078125,0.9475041031837463
4,407.8753662109375,89.66437530517578,787.9944458007812,762.3984375,0.9434370994567871,0,1,606.456298828125,181.87139892578125,0.9945038557052612,628.1399536132812,163.42727661132812,0.9801724553108215,583.281005859375,165.15960693359375,0.976675808429718,666.6797485351562,170.70065307617188,0.8455419540405273,552.865966796875,174.2760009765625,0.7982688546180725,706.4252319335938,268.27001953125,0.9978316426277161,512.9662475585938,263.73583984375,0.9985600113868713,745.892333984375,368.3922424316406,0.9878413081169128,451.7942810058594,360.1140441894531,0.991460919380188,735.6603393554688,462.2796630859375,0.977188229560852,433.139404296875,445.6661376953125,0.9818342328071594,650.2488403320312,455.5528869628906,0.9991347193717957,524.0266723632812,450.1154479980469,0.9992709755897522,667.7286987304688,581.4653930664062,0.9946263432502747,479.59051513671875,586.9190673828125,0.9955881834030151,635.6220703125,714.2733154296875,0.9358773827552795,486.97064208984375,710.6734619140625,0.9441734552383423
5,407.8210754394531,89.77374267578125,786.8370971679688,762.2382202148438,0.9438364505767822,0,1,606.2996826171875,183.41351318359375,0.994691789150238,628.1531982421875,164.8624725341797,0.9804624319076538,583.0617065429688,166.23287963867188,0.9777055382728577,666.6642456054688,171.38339233398438,0.8438160419464111,552.2899169921875,174.1991729736328,0.8042636513710022,705.4906616210938,268.6922607421875,0.9978470802307129,512.4223022460938,264.0710754394531,0.9986383318901062,745.506591796875,367.7054443359375,0.9877308011054993,451.537841796875,360.4798889160156,0.991905927658081,734.4736938476562,462.77825927734375,0.9771958589553833,433.0346374511719,445.22869873046875,0.9826921224594116,649.0349731445312,454.7642517089844,0.999160647392273,523.3383178710938,449.25958251953125,0.9993091821670532,667.3048706054688,579.5651245117188,0.9949512481689453,479.6075134277344,584.3001098632812,0.9959497451782227,636.0205688476562,713.144775390625,0.9402021765708923,486.7921447753906,710.1535034179688,0.9486451148986816
6,407.1831359863281,89.03474426269531,786.1369018554688,762.4803466796875,0.944123387336731,0,1,606.2597045898438,185.4956512451172,0.9946371912956238,628.2918090820312,166.95326232910156,0.9797455668449402,583.241455078125,167.6593475341797,0.9769924879074097,666.6785888671875,171.98683166503906,0.8404793739318848,552.2210083007812,173.3319091796875,0.7995578646659851,704.838134765625,270.0292053222656,0.9979647397994995,512.14697265625,263.4928894042969,0.998730480670929,746.3236083984375,370.576416015625,0.988774299621582,451.01177978515625,359.2182312011719,0.9927164912223816,731.5965576171875,464.71551513671875,0.9794518947601318,431.9704895019531,444.5235290527344,0.9844810962677002,647.7332153320312,455.5744934082031,0.9992589354515076,522.7149658203125,449.0903625488281,0.999395489692688,665.7968139648438,581.998046875,0.9953632354736328,479.6046447753906,584.9362182617188,0.9963065385818481,636.454345703125,712.0894165039062,0.9432104229927063,486.4604187011719,709.2850341796875,0.9515018463134766
7,407.2148742675781,88.60652160644531,785.5078125,762.2938232421875,0.944372296333313,0,1,606.44140625,186.81944274902344,0.9947643280029297,628.556640625,168.10272216796875,0.9801850318908691,583.4154052734375,168.63165283203125,0.9778681993484497,667.0910034179688,172.53123474121094,0.8404578566551208,552.431396484375,173.4415283203125,0.8034408688545227,705.5504150390625,270.4978332519531,0.9978938698768616,512.1735229492188,262.6805114746094,0.9987308382987976,746.4104614257812,372.4177551269531,0.9881211519241333,451.2831726074219,358.0049133300781,0.9926556348800659,730.1045532226562,465.2037048339844,0.9785676598548889,431.5261535644531,443.2630920410156,0.9843409657478333,648.0191650390625,453.8583679199219,0.9992116689682007,522.6844482421875,446.68804931640625,0.9993700385093689,666.4346313476562,579.4132690429688,0.9952657222747803,479.4053039550781,581.0850830078125,0.996300458908081,636.0333251953125,710.9654541015625,0.9431759715080261,487.4510498046875,707.4454345703125,0.9520792961120605
8,405.6856994628906,89.6799545288086,785.3827514648438,759.7943115234375,0.9447005987167358,0,1,605.8953857421875,190.71630859375,0.995790958404541,628.2355346679688,171.40853881835938,0.9846435785293579,583.5184326171875,172.2961883544922,0.9798080325126648,667.3992309570312,173.1717987060547,0.8856010437011719,552.6640625,175.6801300048828,0.8141974806785583,707.1453857421875,268.0396728515625,0.998848557472229,514.543212890625,262.98687744140625,0.9988821148872375,744.4453125,377.7074890136719,0.9938243627548218,450.219970703125,357.87457275390625,0.9934844374656677,729.1437377929688,468.3259582519531,0.9883439540863037,430.5318603515625,444.2691650390625,0.986477255821228,649.7985229492188,450.3670959472656,0.9994766116142273,525.537109375,444.56793212890625,0.9994884729385376,667.9400634765625,576.9717407226562,0.996749997138977,480.1007080078125,578.5841674804688,0.9967155456542969,635.1320190429688,710.955078125,0.9569205045700073,487.806884765625,705.3604736328125,0.9572005867958069
9,404.9371032714844,90.16393280029297,785.3107299804688,758.830322265625,0.9437485337257385,0,1,605.8259887695312,192.44613647460938,0.9958685636520386,628.4527587890625,173.10626220703125,0.9850694537162781,583.2659301757812,173.9312286376953,0.9798004031181335,668.3679809570312,174.43600463867188,0.8876326680183411,552.3028564453125,176.8252716064453,0.8100611567497253,707.617431640625,268.13800048828125,0.9988777041435242,514.580810546875,262.4216613769531,0.998878538608551,743.4047241210938,377.9808044433594,0.994111955165863,449.0814514160156,356.9482727050781,0.9935104250907898,728.374755859375,468.9534912109375,0.9888948202133179,430.5325927734375,444.3197326660156,0.9866691827774048,649.734130859375,450.510986328125,0.9994972944259644,525.0894775390625,444.254638671875,0.9995013475418091,667.4467163085938,577.977294921875,0.9968486428260803,479.7477722167969,578.1217651367188,0.9967638254165649,635.7290649414062,711.9381713867188,0.9577385783195496,487.0068664550781,704.4445190429688,0.9577330946922302
10,404.6655578613281,92.90240478515625,785.2861328125,759.29443359375,0.9441093802452087,0,1,606.14892578125,197.11074829101562,0.9955904483795166,628.8263549804688,177.69854736328125,0.9840174317359924,583.5753173828125,178.00892639160156,0.9784278869628906,668.5159912109375,176.6637725830078,0.8802876472473145,551.983642578125,178.04800415039062,0.8000507950782776,706.692138671875,269.1310729980469,0.9988070726394653,514.0930786132812,262.6448974609375,0.9987986087799072,742.3306884765625,378.136962890625,0.9940342307090759,448.4102783203125,356.2994079589844,0.9933314919471741,726.476318359375,470.1860046386719,0.9890279769897461,430.7783508300781,443.4254455566406,0.9867026805877686,648.685791015625,450.216552734375,0.9994854927062988,524.6446533203125,443.5447082519531,0.9994871616363525,666.5368041992188,577.7188720703125,0.9968384504318237,480.24169921875,576.1893310546875,0.9967339038848877,635.9638061523438,710.21826171875,0.9581901431083679,487.3046569824219,702.2357177734375,0.9580413103103638
11,403.99871826171875,94.18302154541016,785.4197998046875,756.5549926757812,0.945522129535675,0,1,605.8883056640625,200.32275390625,0.9952419996261597,628.8175659179688,181.24420166015625,0.9829387664794922,583.694091796875,180.86009216308594,0.9752350449562073,669.04150390625,178.69056701660156,0.8786180019378662,552.0379638671875,178.71763610839844,0.7754399180412292,706.0040893554688,269.05377197265625,0.9988961219787598,513.5236206054688,262.2736511230469,0.998751163482666,742.6685791015625,377.6526794433594,0.995029866695404,446.9953918457031,356.52947998046875,0.9934160709381104,725.3229370117188,469.7276916503906,0.990898072719574,431.4231872558594,443.9909362792969,0.9873427152633667,646.565673828125,450.15704345703125,0.9995686411857605,522.7083129882812,443.3631286621094,0.9995414018630981,665.2044067382812,577.18798828125,0.9973030090332031,479.48089599609375,575.2822265625,0.9970356225967407,637.523681640625,707.0963745117188,0.9633827209472656,485.7246398925781,700.7123413085938,0.9618244767189026
12,404.7081298828125,98.03536224365234,785.171142578125,757.8419189453125,0.9418841600418091,0,1,605.5164184570312,206.78958129882812,0.9943693280220032,628.8162231445312,188.07420349121094,0.9799684286117554,584.2042236328125,186.22137451171875,0.9701759815216064,669.0093994140625,183.7541961669922,0.8654625415802002,552.4708862304688,180.64813232421875,0.7458993196487427,704.7348022460938,271.27197265625,0.9987865090370178,512.0466918945312,263.0889892578125,0.998543381690979,742.322998046875,378.9212646484375,0.9950734972953796,446.103759765625,357.2963562011719,0.9929162263870239,724.4541015625,470.7255859375,0.9912874102592468,432.5959167480469,442.09625244140625,0.9871384501457214,645.046875,446.0848083496094,0.9995705485343933,521.2782592773438,439.0050354003906,0.9995288848876953,664.118408203125,575.87841796875,0.9974530339241028,479.3344421386719,572.7732543945312,0.9971243739128113,636.9430541992188,703.4527587890625,0.9656755328178406,484.2042541503906,701.05029296875,0.9635484218597412
13,404.2687072753906,101.2016372680664,784.7821655273438,755.4053344726562,0.9434214234352112,0,1,604.8764038085938,213.77700805664062,0.9939204454421997,628.9105224609375,195.5873565673828,0.9787269234657288,584.198974609375,191.94544982910156,0.9675296545028687,669.6316528320312,189.28961181640625,0.8576329946517944,552.2953491210938,182.3621368408203,0.725775420665741,703.3521728515625,274.18341064453125,0.998678982257843,510.7903747558594,263.6590576171875,0.9983291029930115,740.6273193359375,380.6856384277344,0.9949382543563843,445.7281799316406,357.12896728515625,0.992214024066925,723.9951782226562,472.10418701171875,0.9912868142127991,433.1255187988281,441.9502258300781,0.986474335193634,643.7686157226562,447.409423828125,0.9995328187942505,520.3424072265625,439.5902404785156,0.9994751811027527,663.7974243164062,575.6731567382812,0.9973326921463013,479.9822998046875,570.6141967773438,0.9969308972358704,636.039794921875,697.596923828125,0.9654790163040161,484.9394226074219,699.4766845703125,0.9627901911735535
14,403.1374206542969,112.0586929321289,781.421875,755.1832885742188,0.9458487033843994,0,1,605.2879638671875,228.94239807128906,0.9937257170677185,629.3478393554688,210.7738037109375,0.976836085319519,584.7326049804688,206.16888427734375,0.9685981273651123,669.7743530273438,200.31593322753906,0.8333649039268494,552.2876586914062,191.30679321289062,0.732366681098938,702.2109985351562,278.1094055175781,0.9983862638473511,509.60980224609375,264.6385498046875,0.9983108043670654,738.0770874023438,386.4236145019531,0.9939826130867004,443.0836181640625,356.7530517578125,0.9928939938545227,722.8965454101562,477.3807067871094,0.9903374910354614,434.9439392089844,441.9900207519531,0.9879066944122314,643.533203125,445.9299621582031,0.9994770884513855,520.19970703125,437.45050048828125,0.9994729161262512,662.2539672851562,575.4920043945312,0.9971902966499329,480.14080810546875,570.2886962890625,0.997090220451355,636.0222778320312,696.4838256835938,0.9651147127151489,483.9938659667969,702.8276977539062,0.9644551277160645
15,401.2033386230469,125.09403228759766,780.67626953125,755.5020141601562,0.9465272426605225,0,1,605.4260864257812,240.41299438476562,0.9934484362602234,629.2144775390625,222.43540954589844,0.9750936627388,585.30126953125,217.34857177734375,0.9685759544372559,668.4607543945312,209.8317108154297,0.8120566606521606,552.7518920898438,199.49868774414062,0.7330313920974731,700.1114501953125,282.71533203125,0.9981337189674377,508.1098327636719,266.75982666015625,0.9981033802032471,737.7042236328125,391.256591796875,0.9933245778083801,439.5321350097656,357.15509033203125,0.9925543665885925,724.2680053710938,482.72930908203125,0.9897559285163879,435.1639709472656,444.43048095703125,0.9879550933837891,640.995849609375,443.2076416015625,0.9993984699249268,518.1050415039062,434.255126953125,0.9994065761566162,662.4177856445312,573.067138671875,0.9970006346702576,481.1656494140625,567.4305419921875,0.996971607208252,636.6402587890625,695.8593139648438,0.9640578627586365,480.47039794921875,703.5101928710938,0.9637202024459839
16,391.08447265625,145.08761596679688,777.0252075195312,754.6367797851562,0.9446952939033508,0,1,606.1324462890625,263.62103271484375,0.9944684505462646,628.9961547851562,247.4773406982422,0.9782334566116333,586.2841796875,241.74989318847656,0.9722632765769958,666.2301635742188,233.38880920410156,0.8138203620910645,552.1514282226562,221.7932891845703,0.7408903241157532,697.5810546875,292.16485595703125,0.9982465505599976,503.07928466796875,274.1233215332031,0.9982424974441528,735.4686279296875,399.3279113769531,0.994192898273468,434.5400085449219,362.7547607421875,0.9933974742889404,728.9619140625,493.7339172363281,0.9916902780532837,436.63385009765625,453.4741516113281,0.9898278713226318,641.4657592773438,441.13677978515625,0.9993558526039124,515.0999755859375,431.27081298828125,0.9993647933006287,661.0164184570312,575.9625244140625,0.9964504241943359,472.4288330078125,565.2464599609375,0.9963362216949463,639.4767456054688,690.3383178710938,0.9588118195533752,476.36944580078125,690.6777954101562,0.9581845998764038
17,386.6016845703125,161.69662475585938,773.3515625,752.5117797851562,0.9333232641220093,0,1,603.9052124023438,281.85400390625,0.9883517622947693,628.9028930664062,265.847900390625,0.9618593454360962,587.1101684570312,257.6005554199219,0.9527252912521362,666.3946533203125,253.7340850830078,0.7406189441680908,555.0952758789062,235.63116455078125,0.6641179919242859,700.249755859375,304.7525634765625,0.9953012466430664,500.2227478027344,281.823486328125,0.9939243197441101,735.703857421875,415.134765625,0.9849837422370911,431.1004638671875,369.64410400390625,0.9796717762947083,732.2431030273438,507.1636962890625,0.978473424911499,435.08941650390625,453.8831787109375,0.9715770483016968,644.1396484375,436.05645751953125,0.9976996779441833,512.5827026367188,425.838134765625,0.9975722432136536,659.941162109375,571.711181640625,0.9916927814483643,464.30938720703125,557.3848266601562,0.9905789494514465,633.1253051757812,696.4166259765625,0.923809826374054,476.00384521484375,705.5529174804688,0.9167577028274536
18,369.98712158203125,191.82620239257812,766.5384521484375,748.1616821289062,0.9334251880645752,0,1,603.9696044921875,307.2029724121094,0.968353807926178,623.9384155273438,293.3195495605469,0.8704767823219299,587.0542602539062,288.6041259765625,0.8904194831848145,654.1246948242188,277.7070007324219,0.5444996953010559,553.2197265625,266.1993713378906,0.6158875226974487,689.3648681640625,320.3352966308594,0.993280827999115,495.94061279296875,294.6133728027344,0.9970290064811707,730.9239501953125,431.8410339355469,0.9851335287094116,430.1789855957031,375.38232421875,0.9943878054618835,736.3756713867188,524.1661376953125,0.9806148409843445,439.9654846191406,463.6781311035156,0.990260660648346,642.5955810546875,445.1800537109375,0.9991167187690735,515.493896484375,432.3293151855469,0.9994275569915771,648.5571899414062,573.71630859375,0.9956647753715515,452.5244140625,555.0192260742188,0.9969584941864014,637.92138671875,690.7403564453125,0.9630448818206787,476.070556640625,680.9188842773438,0.9707176685333252
19,366.88702392578125,211.8112335205078,765.1602172851562,746.8319702148438,0.9376826286315918,0,1,603.029541015625,328.76763916015625,0.9854044318199158,624.50244140625,314.6074523925781,0.9524999260902405,586.7186279296875,308.3233947753906,0.9452039003372192,657.6417236328125,298.1030578613281,0.6467164754867554,554.0346069335938,283.393798828125,0.5945228338241577,688.9260864257812,332.5606994628906,0.9903862476348877,497.71978759765625,305.8543701171875,0.9908169507980347,725.6557006835938,441.7992248535156,0.972970724105835,428.4257507324219,380.85968017578125,0.9740084409713745,737.2561645507812,534.2654418945312,0.9686407446861267,440.2568054199219,469.54351806640625,0.9651948809623718,635.3721923828125,447.32147216796875,0.9949489831924438,509.83013916015625,435.61322021484375,0.9954195022583008,621.775634765625,564.4881591796875,0.9845630526542664,440.0670471191406,550.826171875,0.9840350151062012,626.24072265625,686.0846557617188,0.9122339487075806,477.0601806640625,683.869140625,0.9090908765792847
20,360.9447326660156,245.1162109375,772.19970703125,740.4837036132812,0.9435639381408691,0,1,599.4385375976562,361.9478454589844,0.9745106101036072,620.7777709960938,347.6068420410156,0.9270881414413452,584.7239990234375,341.8672180175781,0.9229726791381836,651.9896240234375,331.09027099609375,0.6019567251205444,553.1088256835938,316.1110534667969,0.593499481678009,685.808837890625,359.4102783203125,0.9873098731040955,493.5007629394531,327.6805725097656,0.9852348566055298,726.1854858398438,470.44110107421875,0.9626211524009705,413.6640930175781,408.2790832519531,0.9580401182174683,740.9432983398438,560.12744140625,0.9431952834129333,441.5177917480469,491.5163879394531,0.9423158764839172,625.7012329101562,456.86737060546875,0.9928626418113708,499.89617919921875,442.27142333984375,0.9930294156074524,605.752197265625,564.3438720703125,0.983737587928772,429.438232421875,544.0347900390625,0.982363224029541,595.193115234375,710.7924194335938,0.9025858044624329,451.04840087890625,701.6160888671875,0.8957318067550659
21,358.3885498046875,270.6459655761719,783.537353515625,735.7735595703125,0.940137505531311,0,1,596.6619262695312,381.7333068847656,0.9670903086662292,614.1799926757812,369.4917297363281,0.8990746140480042,581.4261474609375,366.0199890136719,0.8797663450241089,644.8234252929688,351.0163879394531,0.5803253054618835,552.0279541015625,341.8419494628906,0.5020266771316528,680.972900390625,376.12646484375,0.9907971620559692,491.10076904296875,345.22491455078125,0.9926027655601501,725.9827880859375,485.0428161621094,0.9807659387588501,409.6930236816406,411.4761962890625,0.9838852882385254,750.7891845703125,576.1494140625,0.9747538566589355,443.7700500488281,501.7185974121094,0.976478099822998,617.7915649414062,464.5744323730469,0.9979792237281799,496.3504333496094,449.75115966796875,0.9982628226280212,576.0768432617188,560.9430541992188,0.9941470623016357,406.5987243652344,549.9130249023438,0.9944307208061218,585.02001953125,699.8955688476562,0.9680235981941223,444.3138732910156,690.0225830078125,0.9688238501548767
