video_id,frame_idx,source_file,label,label_name,joint_0_name,joint_0_x,joint_0_y,joint_1_name,joint_1_x,joint_1_y,joint_2_name,joint_2_x,joint_2_y,joint_3_name,joint_3_x,joint_3_y,joint_4_name,joint_4_x,joint_4_y,joint_5_name,joint_5_x,joint_5_y,joint_6_name,joint_6_x,joint_6_y,joint_7_name,joint_7_x,joint_7_y,joint_8_name,joint_8_x,joint_8_y,joint_9_name,joint_9_x,joint_9_y,joint_10_name,joint_10_x,joint_10_y,joint_11_name,joint_11_x,joint_11_y,joint_12_name,joint_12_x,joint_12_y,joint_13_name,joint_13_x,joint_13_y,joint_14_name,joint_14_x,joint_14_y,num_missing_joints_before_interpolation,all_joints_missing_before_interpolation,num_zero_joints_after_interpolation
Fall__Fall_f_raw_s_2_S_M_21_resized,0,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.856486,-0.81572026,neck,-0.55288655,-0.8332565,right_shoulder,-0.91254854,-0.7473249,right_elbow,-1.2590932,-0.62059945,right_wrist,-1.3024898,-0.4864794,left_shoulder,-0.19322406,-0.9191884,left_elbow,-0.19323903,-0.6221097,left_wrist,-0.96616423,-0.42987755,mid_hip,0.0,0.0,right_hip,-0.247282,0.034528643,right_knee,-0.9931734,-0.3824022,right_ankle,-0.32978302,0.38692537,left_hip,0.247282,-0.034528885,left_knee,-0.26057366,-0.5080459,left_ankle,0.16399494,0.21289384,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.85521144,-0.80341923,neck,-0.56495047,-0.82512474,right_shoulder,-0.9223771,-0.73269415,right_elbow,-1.2682391,-0.58935153,right_wrist,-1.312325,-0.48510873,left_shoulder,-0.20752387,-0.9175554,left_elbow,-0.20855407,-0.61665744,left_wrist,-0.9945665,-0.42302918,mid_hip,0.0,0.0,right_hip,-0.24651054,0.035943333,right_knee,-0.9986203,-0.37724403,right_ankle,-0.35590413,0.35911307,left_hip,0.24651054,-0.035943333,left_knee,-0.26852116,-0.49431095,left_ankle,0.14643866,0.21032985,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.84382397,-0.8050119,neck,-0.56191474,-0.82719517,right_shoulder,-0.9120025,-0.74448186,right_elbow,-1.2365633,-0.60494846,right_wrist,-1.2743948,-0.49460357,left_shoulder,-0.21182656,-0.9099087,left_elbow,-0.2230441,-0.62352556,left_wrist,-0.9871106,-0.43795565,mid_hip,0.0,0.0,right_hip,-0.2425019,0.032602016,right_knee,-1.0127084,-0.38171077,right_ankle,-0.33965054,0.33052197,left_hip,0.24250236,-0.032602016,left_knee,-0.27921462,-0.4960015,left_ankle,0.13361597,0.18276967,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.85228354,-0.795041,neck,-0.5697674,-0.82180595,right_shoulder,-0.921545,-0.7416978,right_elbow,-1.2377238,-0.600323,right_wrist,-1.275996,-0.4924403,left_shoulder,-0.21798982,-0.9019144,left_elbow,-0.22434625,-0.6166428,left_wrist,-0.9778763,-0.42803466,mid_hip,0.0,0.0,right_hip,-0.24306242,0.031091543,right_knee,-1.0121933,-0.3723763,right_ankle,-0.32918218,0.34306645,left_hip,0.24306288,-0.031091543,left_knee,-0.2853879,-0.4785132,left_ankle,0.12486667,0.2093917,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.8450652,-0.8065382,neck,-0.55972964,-0.82867527,right_shoulder,-0.9193756,-0.7453217,right_elbow,-1.2355472,-0.6092071,right_wrist,-1.2701834,-0.49814564,left_shoulder,-0.20008373,-0.91202885,left_elbow,-0.19760402,-0.6337352,left_wrist,-0.9635796,-0.43654716,mid_hip,0.0,0.0,right_hip,-0.2479581,0.03226532,right_knee,-1.0217272,-0.37570503,right_ankle,-0.31284684,0.35518885,left_hip,0.24795856,-0.03226532,left_knee,-0.27569678,-0.4857965,left_ankle,0.13624318,0.21368392,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.8263073,-0.8176584,neck,-0.5483674,-0.83623755,right_shoulder,-0.9016886,-0.7551662,right_elbow,-1.2212497,-0.62703043,right_wrist,-1.2487755,-0.5130068,left_shoulder,-0.19504619,-0.917309,left_elbow,-0.17919192,-0.6453438,left_wrist,-0.9458805,-0.4472842,mid_hip,0.0,0.0,right_hip,-0.24113077,0.030829804,right_knee,-0.985308,-0.41466868,right_ankle,-0.25753382,0.32545778,left_hip,0.24113077,-0.030829573,left_knee,-0.28579456,-0.5160214,left_ankle,0.13607071,0.20053416,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.80746216,-0.8282026,neck,-0.5298659,-0.8480814,right_shoulder,-0.8749451,-0.7720706,right_elbow,-1.1961776,-0.664366,right_wrist,-1.2086735,-0.54100883,left_shoulder,-0.1847867,-0.9240923,left_elbow,-0.17386962,-0.6611964,left_wrist,-0.9408891,-0.4675667,mid_hip,0.0,0.0,right_hip,-0.23669647,0.028790196,right_knee,-0.9732876,-0.4432489,right_ankle,-0.2792871,0.28372106,left_hip,0.23669691,-0.028790196,left_knee,-0.29140308,-0.54165107,left_ankle,0.14629163,0.15789351,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.8123697,-0.8272892,neck,-0.53614306,-0.8441272,right_shoulder,-0.87232083,-0.76825696,right_elbow,-1.193337,-0.67229563,right_wrist,-1.2080528,-0.54711634,left_shoulder,-0.19996575,-0.9199974,left_elbow,-0.17780662,-0.6659997,left_wrist,-0.93799233,-0.4705683,mid_hip,0.0,0.0,right_hip,-0.2289487,0.029864535,right_knee,-0.93985724,-0.42505372,right_ankle,-0.23761709,0.28461558,left_hip,0.22894916,-0.02986431,left_knee,-0.2953777,-0.5328752,left_ankle,0.14197949,0.14421928,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.8145552,-0.82565117,neck,-0.5407134,-0.84120685,right_shoulder,-0.87714547,-0.76527476,right_elbow,-1.2055981,-0.66403466,right_wrist,-1.2143432,-0.5469776,left_shoulder,-0.20428143,-0.9171392,left_elbow,-0.18835421,-0.6600571,left_wrist,-0.95518064,-0.4708934,mid_hip,0.0,0.0,right_hip,-0.22967152,0.029692583,right_knee,-0.9414212,-0.42653444,right_ankle,-0.2692107,0.2928263,left_hip,0.22967108,-0.029692583,left_knee,-0.3000039,-0.5320427,left_ankle,0.13290045,0.1585737,0,0,0
Fall__Fall_f_raw_s_2_S_M_21_resized,9,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\paper_skeleton_csv\Fall\Fall_Fall_f_raw_s_2_S_M_21_resized.csv,1,Fall,nose,-0.8302725,-0.82047796,neck,-0.5568039,-0.8306439,right_shoulder,-0.888778,-0.7542633,right_elbow,-1.221148,-0.6626184,right_wrist,-1.2320784,-0.5397829,left_shoulder,-0.22482935,-0.9070245,left_elbow,-0.19545598,-0.6579131,left_wrist,-0.96078104,-0.45887902,mid_hip,0.0,0.0,right_hip,-0.22346611,0.030054292,right_knee,-0.86805326,-0.41774938,right_ankle,-0.22415753,0.29647052,left_hip,0.22346611,-0.030054292,left_knee,-0.30696717,-0.5202844,left_ankle,0.12288172,0.1724552,0,0,0
